po_number,product_id,supplier_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,quantity_received,unit_cost,total_cost,order_status,delay_days,rush_order,receiving_warehouse
PO-2024-01156,PROD-1155,SUP-02,2024-11-30,2024-12-27,2024-12-26,113,113,280.03,31643.389999999996,Received,-1,0,WH01
PO-2024-01157,PROD-1107,SUP-02,2024-07-16,2024-07-25,2024-08-01,276,276,75.75,20907.0,Received,7,1,WH01
PO-2025-01158,PROD-1186,SUP-11,2024-09-15,2024-09-22,2024-09-20,285,285,255.39,72786.15,Received,-2,0,WH03
PO-2025-01159,PROD-1146,SUP-19,2025-03-05,2025-04-08,2025-04-07,199,199,271.64,54056.36,Received,-1,1,WH01
PO-2025-01160,PROD-1164,SUP-11,2024-11-02,2024-12-01,2024-12-01,291,291,425.76,123896.16,Received,0,1,WH02
PO-2025-01161,PROD-1146,SUP-19,2025-05-19,2025-06-16,2025-06-20,285,285,271.64,77417.4,Received,4,0,WH02
PO-2025-01162,PROD-1203,SUP-07,2025-02-26,2025-03-24,2025-03-26,193,193,497.29,95976.97,Received,2,0,WH02
PO-2025-01163,PROD-1063,SUP-16,2024-04-30,2024-05-15,2024-05-23,287,287,102.46,29406.019999999997,Received,8,1,WH02
PO-2026-01164,PROD-1144,SUP-07,2024-01-05,2024-02-11,2024-02-10,282,282,368.14,103815.48,Received,-1,1,WH03
PO-2024-01165,PROD-1171,SUP-21,2025-10-02,2025-10-19,2025-10-16,183,183,486.88,89099.04,Received,-3,1,WH04
PO-2025-01166,PROD-1167,SUP-16,2025-02-02,2025-03-03,2025-02-28,209,209,335.16,70048.44,Received,-3,0,WH02
PO-2026-01167,PROD-1034,SUP-08,2025-03-30,2025-04-22,2025-04-20,222,222,198.65,44100.3,Received,-2,0,WH04
PO-2024-01168,PROD-1110,SUP-21,2025-08-05,2025-09-03,2025-09-04,53,53,488.35,25882.550000000003,Received,1,0,WH02
PO-2025-01169,PROD-1110,SUP-21,2024-08-26,2024-09-15,2024-09-23,204,204,488.35,99623.40000000001,Received,8,0,WH03
PO-2026-01170,PROD-1171,SUP-21,2024-09-18,2024-10-24,2024-10-28,76,76,486.88,37002.88,Received,4,1,WH04
PO-2024-01171,PROD-1185,SUP-09,2024-05-10,2024-06-05,2024-06-14,146,146,272.19,39739.74,Received,9,0,WH01
PO-2026-01172,PROD-1136,SUP-04,2024-09-02,2024-10-04,2024-10-03,186,186,405.13,75354.18,Received,-1,1,WH04
PO-2025-01173,PROD-1053,SUP-16,2025-02-04,2025-03-01,2025-03-01,258,258,192.7,49716.6,Received,0,1,WH02
PO-2025-01174,PROD-1027,SUP-09,2024-04-22,2024-05-21,2024-05-26,281,281,482.7,135638.69999999998,Received,5,1,WH04
PO-2025-01175,PROD-1159,SUP-22,2024-02-20,2024-03-15,2024-03-24,132,132,350.78,46302.96,Received,9,0,WH03
PO-2026-01176,PROD-1053,SUP-16,2025-04-07,2025-05-05,2025-05-10,178,178,192.7,34300.6,Received,5,0,WH03
PO-2025-01177,PROD-1121,SUP-05,2025-05-10,2025-06-05,2025-06-02,147,147,186.09,27355.23,Received,-3,0,WH01
PO-2024-01178,PROD-1150,SUP-10,2025-06-07,2025-07-12,2025-07-16,81,81,491.12,39780.72,Received,4,0,WH02
PO-2024-01179,PROD-1150,SUP-10,2024-03-22,2024-04-05,2024-04-14,270,270,491.12,132602.4,Received,9,0,WH03
PO-2025-01180,PROD-1182,SUP-15,2025-02-04,2025-03-10,2025-03-13,265,265,372.6,98739.0,Received,3,0,WH02
PO-2025-01181,PROD-1051,SUP-19,2024-01-27,2024-02-27,2024-02-25,58,58,138.81,8050.9800000000005,Received,-2,0,WH02
PO-2024-01182,PROD-1032,SUP-05,2025-04-13,2025-04-26,2025-05-02,72,72,9.79,704.8799999999999,Received,6,0,WH03
PO-2024-01183,PROD-1062,SUP-08,2024-11-01,2024-11-29,2024-12-02,295,295,220.79,65133.049999999996,Received,3,1,WH03
PO-2025-01184,PROD-1103,SUP-03,2025-06-04,2025-06-27,2025-07-02,200,200,128.45,25689.999999999996,Received,5,1,WH02
PO-2026-01185,PROD-1135,SUP-10,2024-05-19,2024-06-04,2024-06-12,273,273,356.15,97228.95,Received,8,1,WH04
PO-2026-01186,PROD-1175,SUP-06,2025-07-04,2025-07-14,2025-07-19,56,56,225.32,12617.92,Received,5,0,WH03
PO-2026-01187,PROD-1061,SUP-20,2025-10-08,2025-10-20,2025-10-20,275,275,57.22,15735.5,Received,0,0,WH04
PO-2025-01188,PROD-1200,SUP-11,2024-01-12,2024-02-21,2024-02-19,75,57,286.86,21514.5,Received,-2,0,WH02
PO-2024-01189,PROD-1050,SUP-01,2024-04-14,2024-05-21,2024-05-20,133,133,296.47,39430.51,Received,-1,0,WH03
PO-2026-01190,PROD-1004,SUP-11,2025-10-14,2025-11-14,2025-11-19,52,52,305.78,15900.559999999998,Received,5,0,WH04
PO-2024-01191,PROD-1214,SUP-03,2025-04-02,2025-05-02,2025-05-01,271,271,154.24,41799.04,Received,-1,1,WH02
PO-2025-01192,PROD-1154,SUP-19,2025-08-31,2025-09-24,2025-09-27,266,266,482.78,128419.48,Received,3,1,WH03
PO-2024-01193,PROD-1053,SUP-16,2025-07-13,2025-07-28,2025-07-30,219,219,192.7,42201.299999999996,Received,2,1,WH01
PO-2024-01194,PROD-1218,SUP-18,2024-01-03,2024-02-03,2024-01-31,293,293,187.6,54966.799999999996,Received,-3,1,WH01
PO-2026-01195,PROD-1142,SUP-13,2025-10-19,2025-10-29,2025-10-30,226,226,419.18,94734.68000000001,Received,1,1,WH04
PO-2026-01196,PROD-1144,SUP-07,2026-01-10,2026-01-24,2026-01-24,61,61,368.14,22456.54,Received,0,0,WH01
PO-2025-01197,PROD-1217,SUP-16,2025-11-24,2025-12-01,2025-12-05,287,287,243.67,69933.29,Received,4,0,WH03
PO-2025-01198,PROD-1108,SUP-12,2025-07-25,2025-08-20,2025-08-20,220,220,498.87,109751.4,Received,0,1,WH03
PO-2026-01199,PROD-1192,SUP-15,2025-06-11,2025-07-19,2025-07-25,237,237,453.24,107417.88,Received,6,0,WH03
PO-2026-01200,PROD-1162,SUP-17,2024-06-24,2024-08-02,2024-08-03,262,262,203.45,53303.899999999994,Received,1,0,WH02
PO-2025-01201,PROD-1035,SUP-13,2025-07-27,2025-08-20,2025-08-18,194,194,148.16,28743.04,Received,-2,0,WH02
PO-2024-01202,PROD-1176,SUP-17,2024-10-04,2024-11-06,2024-11-15,112,112,497.24,55690.880000000005,Received,9,0,WH04
PO-2026-01203,PROD-1195,SUP-22,2025-10-28,2025-11-19,2025-11-25,296,296,323.26,95684.95999999999,Received,6,1,WH02
PO-2026-01204,PROD-1145,SUP-03,2024-03-10,2024-03-22,2024-03-27,136,136,106.12,14432.32,Received,5,1,WH03
PO-2025-01205,PROD-1009,SUP-18,2025-06-30,2025-07-15,2025-07-15,227,227,378.17,85844.59,Received,0,1,WH03
PO-2024-01206,PROD-1200,SUP-11,2024-07-28,2024-08-23,2024-08-21,143,143,286.86,41020.98,Received,-2,0,WH04
PO-2025-01207,PROD-1135,SUP-10,2024-03-22,2024-04-22,2024-05-01,279,279,356.15,99365.84999999999,Received,9,0,WH01
PO-2024-01208,PROD-1196,SUP-13,2024-10-01,2024-11-10,2024-11-07,220,220,335.12,73726.4,Received,-3,1,WH04
PO-2025-01209,PROD-1218,SUP-18,2024-08-31,2024-10-03,2024-10-02,152,152,187.6,28515.2,Received,-1,0,WH04
PO-2026-01210,PROD-1206,SUP-11,2025-11-17,2025-11-29,2025-12-09,180,180,441.98,79556.40000000001,Received,10,1,WH04
PO-2025-01211,PROD-1043,SUP-15,2026-01-05,2026-01-14,2026-01-11,66,66,457.65,30204.899999999998,Received,-3,1,WH04
PO-2024-01212,PROD-1088,SUP-05,2024-06-15,2024-07-13,2024-07-14,148,148,324.55,48033.4,Received,1,0,WH02
PO-2025-01213,PROD-1207,SUP-09,2025-09-09,2025-09-27,2025-10-03,229,229,374.36,85728.44,Received,6,1,WH03
PO-2024-01214,PROD-1111,SUP-03,2026-01-04,2026-02-04,2026-02-09,142,105,206.7,29351.399999999998,Received,5,0,WH03
PO-2026-01215,PROD-1104,SUP-16,2025-05-09,2025-05-31,2025-06-02,297,297,124.94,37107.18,Received,2,0,WH04
PO-2024-01216,PROD-1206,SUP-11,2024-12-13,2024-12-18,2024-12-27,115,115,441.98,50827.700000000004,Received,9,1,WH01
PO-2025-01217,PROD-1033,SUP-05,2025-01-14,2025-02-03,2025-02-04,114,114,212.85,24264.899999999998,Received,1,0,WH01
PO-2024-01218,PROD-1006,SUP-20,2024-06-12,2024-07-19,2024-07-21,117,117,88.34,10335.78,Received,2,1,WH01
PO-2025-01219,PROD-1089,SUP-15,2024-09-27,2024-10-02,2024-10-06,179,101,2.26,404.53999999999996,Received,4,1,WH02
PO-2025-01220,PROD-1120,SUP-08,2024-01-23,2024-02-08,2024-02-10,238,238,42.26,10057.88,Received,2,1,WH03
PO-2024-01221,PROD-1142,SUP-13,2024-12-22,2024-12-30,2025-01-01,174,174,419.18,72937.32,Received,2,1,WH04
PO-2024-01222,PROD-1077,SUP-20,2025-10-07,2025-11-14,2025-11-18,144,144,149.23,21489.12,Received,4,0,WH04
PO-2025-01223,PROD-1157,SUP-18,2024-02-14,2024-02-24,2024-02-28,267,267,95.98,25626.66,Received,4,0,WH01
PO-2025-01224,PROD-1150,SUP-10,2024-01-02,2024-01-18,2024-01-22,201,201,491.12,98715.12,Received,4,0,WH02
PO-2025-01225,PROD-1009,SUP-18,2024-12-11,2025-01-07,2025-01-09,244,244,378.17,92273.48000000001,Received,2,0,WH02
PO-2025-01226,PROD-1152,SUP-20,2025-10-14,2025-10-28,2025-11-04,161,161,131.89,21234.289999999997,Received,7,0,WH01
PO-2026-01227,PROD-1190,SUP-15,2024-08-22,2024-09-15,2024-09-15,183,183,489.49,89576.67,Received,0,1,WH02
PO-2026-01228,PROD-1151,SUP-22,2024-04-18,2024-05-02,2024-05-12,98,98,259.28,25409.44,Received,10,0,WH04
PO-2024-01229,PROD-1013,SUP-15,2025-09-21,2025-10-18,2025-10-26,295,295,17.59,5189.05,Received,8,0,WH02
PO-2026-01230,PROD-1109,SUP-08,2025-10-17,2025-11-13,2025-11-16,281,281,134.86,37895.66,Received,3,1,WH01
PO-2024-01231,PROD-1012,SUP-16,2024-09-15,2024-10-18,2024-10-19,241,241,284.71,68615.11,Received,1,0,WH03
PO-2026-01232,PROD-1108,SUP-12,2025-04-28,2025-05-26,2025-06-02,222,222,498.87,110749.14,Received,7,1,WH01
PO-2024-01233,PROD-1213,SUP-07,2024-07-02,2024-07-16,2024-07-21,78,78,39.52,3082.5600000000004,Received,5,0,WH03
PO-2026-01234,PROD-1114,SUP-01,2024-01-17,2024-02-25,2024-03-01,277,277,317.91,88061.07,Received,5,1,WH01
PO-2024-01235,PROD-1153,SUP-04,2025-07-30,2025-08-17,2025-08-24,129,117,498.13,64258.77,Received,7,1,WH03
PO-2024-01236,PROD-1092,SUP-09,2024-10-30,2024-12-09,2024-12-18,156,156,84.0,13104.0,Received,9,0,WH01
PO-2026-01237,PROD-1079,SUP-01,2024-07-22,2024-08-27,2024-08-27,266,266,229.35,61007.1,Received,0,0,WH03
PO-2025-01238,PROD-1135,SUP-10,2025-09-18,2025-10-14,2025-10-24,259,259,356.15,92242.84999999999,Received,10,1,WH01
PO-2026-01239,PROD-1128,SUP-09,2024-01-13,2024-01-19,2024-01-22,166,166,399.58,66330.28,Received,3,0,WH03
PO-2025-01240,PROD-1025,SUP-10,2025-05-31,2025-06-24,2025-06-30,213,213,270.77,57674.009999999995,Received,6,1,WH03
PO-2025-01241,PROD-1004,SUP-11,2025-11-04,2025-11-17,2025-11-22,62,62,305.78,18958.359999999997,Received,5,1,WH03
PO-2024-01242,PROD-1213,SUP-07,2025-07-26,2025-08-16,2025-08-17,136,136,39.52,5374.72,Received,1,1,WH02
PO-2026-01243,PROD-1027,SUP-09,2024-12-27,2025-01-16,2025-01-23,125,125,482.7,60337.5,Received,7,1,WH02
PO-2025-01244,PROD-1074,SUP-06,2025-08-04,2025-08-19,2025-08-20,94,94,348.0,32712.0,Received,1,0,WH02
PO-2024-01245,PROD-1045,SUP-02,2024-10-08,2024-11-02,2024-11-05,145,145,225.83,32745.350000000002,Received,3,1,WH01
PO-2024-01246,PROD-1089,SUP-15,2024-03-27,2024-04-28,2024-04-27,153,153,2.26,345.78,Received,-1,1,WH03
PO-2024-01247,PROD-1016,SUP-21,2024-06-12,2024-06-26,2024-06-29,152,147,198.78,30214.56,Received,3,1,WH02
PO-2026-01248,PROD-1118,SUP-20,2025-01-11,2025-01-25,2025-01-28,146,146,277.34,40491.64,Received,3,1,WH03
PO-2025-01249,PROD-1148,SUP-08,2025-05-10,2025-05-31,2025-06-04,65,65,115.82,7528.299999999999,Received,4,0,WH03
PO-2026-01250,PROD-1139,SUP-10,2024-01-27,2024-02-03,2024-02-04,142,142,470.38,66793.96,Received,1,0,WH02
PO-2024-01251,PROD-1178,SUP-09,2025-05-26,2025-06-10,2025-06-13,107,107,11.0,1177.0,Received,3,0,WH01
PO-2025-01252,PROD-1056,SUP-10,2024-11-14,2024-12-21,2024-12-20,265,265,361.42,95776.3,Received,-1,0,WH02
PO-2025-01253,PROD-1204,SUP-12,2024-02-27,2024-03-08,2024-03-17,226,226,236.03,53342.78,Received,9,0,WH01
PO-2026-01254,PROD-1093,SUP-13,2025-06-21,2025-07-28,2025-08-03,99,99,267.98,26530.02,Received,6,0,WH01
PO-2025-01255,PROD-1080,SUP-13,2025-01-20,2025-02-21,2025-02-28,77,77,110.78,8530.06,Received,7,1,WH01
PO-2024-01256,PROD-1098,SUP-11,2024-03-27,2024-04-10,2024-04-19,84,84,85.81,7208.04,Received,9,0,WH03
PO-2026-01257,PROD-1209,SUP-09,2024-05-11,2024-05-22,2024-05-27,196,196,166.71,32675.16,Received,5,1,WH01
PO-2024-01258,PROD-1213,SUP-07,2025-03-12,2025-03-24,2025-03-25,86,86,39.52,3398.7200000000003,Received,1,1,WH03
PO-2026-01259,PROD-1193,SUP-19,2025-01-10,2025-02-04,2025-02-05,201,201,218.33,43884.33,Received,1,1,WH03
PO-2024-01260,PROD-1181,SUP-16,2026-01-06,2026-02-01,2026-02-03,288,288,184.5,53136.0,Received,2,0,WH01
PO-2025-01261,PROD-1105,SUP-01,2025-10-26,2025-11-04,2025-11-14,300,300,348.76,104628.0,Received,10,0,WH04
PO-2025-01262,PROD-1181,SUP-16,2025-01-15,2025-02-19,2025-02-18,245,245,184.5,45202.5,Received,-1,1,WH04
PO-2026-01263,PROD-1185,SUP-09,2024-11-17,2024-12-06,2024-12-04,102,102,272.19,27763.38,Received,-2,1,WH04
PO-2024-01264,PROD-1164,SUP-11,2024-05-07,2024-05-24,2024-05-24,62,62,425.76,26397.12,Received,0,1,WH01
PO-2025-01265,PROD-1026,SUP-08,2024-05-19,2024-06-24,2024-07-01,211,211,294.2,62076.2,Received,7,0,WH01
PO-2024-01266,PROD-1043,SUP-15,2024-08-12,2024-09-20,2024-09-28,211,211,457.65,96564.15,Received,8,0,WH04
PO-2024-01267,PROD-1013,SUP-15,2024-12-16,2025-01-17,2025-01-24,147,147,17.59,2585.73,Received,7,1,WH04
PO-2026-01268,PROD-1083,SUP-22,2024-12-22,2025-01-22,2025-01-28,98,98,163.52,16024.960000000001,Received,6,0,WH03
PO-2025-01269,PROD-1110,SUP-21,2025-05-28,2025-06-12,2025-06-09,251,251,488.35,122575.85,Received,-3,1,WH04
PO-2026-01270,PROD-1117,SUP-01,2024-05-11,2024-05-17,2024-05-21,217,217,225.0,48825.0,Received,4,0,WH01
PO-2026-01271,PROD-1009,SUP-18,2025-01-06,2025-02-09,2025-02-08,238,238,378.17,90004.46,Received,-1,1,WH04
PO-2024-01272,PROD-1086,SUP-21,2025-11-07,2025-11-16,2025-11-22,269,269,453.6,122018.40000000001,Received,6,0,WH01
PO-2026-01273,PROD-1130,SUP-06,2025-09-05,2025-09-27,2025-09-27,284,284,255.08,72442.72,Received,0,0,WH04
PO-2024-01274,PROD-1091,SUP-02,2025-04-20,2025-05-30,2025-06-04,273,140,153.78,41981.94,Received,5,0,WH04
PO-2024-01275,PROD-1072,SUP-22,2024-09-30,2024-10-19,2024-10-19,259,259,471.54,122128.86,Received,0,1,WH02
PO-2025-01276,PROD-1033,SUP-05,2024-05-21,2024-06-09,2024-06-16,62,62,212.85,13196.699999999999,Received,7,0,WH01
PO-2025-01277,PROD-1184,SUP-19,2025-04-16,2025-04-28,2025-05-05,70,70,155.41,10878.699999999999,Received,7,1,WH03
PO-2024-01278,PROD-1184,SUP-19,2025-11-19,2025-12-14,2025-12-13,192,192,155.41,29838.72,Received,-1,0,WH03
PO-2024-01279,PROD-1073,SUP-13,2025-03-12,2025-04-17,2025-04-18,268,268,300.24,80464.32,Received,1,1,WH02
PO-2026-01280,PROD-1149,SUP-04,2024-08-28,2024-09-17,2024-09-18,197,197,89.13,17558.61,Received,1,1,WH02
PO-2026-01281,PROD-1123,SUP-22,2025-11-18,2025-11-26,2025-12-05,209,209,401.96,84009.64,Received,9,0,WH04
PO-2025-01282,PROD-1009,SUP-18,2024-03-30,2024-04-16,2024-04-16,199,199,378.17,75255.83,Received,0,1,WH03
PO-2024-01283,PROD-1211,SUP-01,2024-03-23,2024-04-28,2024-05-05,259,259,287.0,74333.0,Received,7,1,WH04
PO-2026-01284,PROD-1118,SUP-20,2025-12-17,2026-01-04,2026-01-14,287,287,277.34,79596.57999999999,Received,10,1,WH01
PO-2025-01285,PROD-1120,SUP-08,2024-02-20,2024-03-25,2024-04-04,163,163,42.26,6888.38,Received,10,0,WH04
PO-2026-01286,PROD-1083,SUP-22,2025-02-08,2025-03-20,2025-03-30,225,225,163.52,36792.0,Received,10,0,WH04
PO-2024-01287,PROD-1053,SUP-16,2025-04-26,2025-05-06,2025-05-13,289,289,192.7,55690.299999999996,Received,7,0,WH03
PO-2025-01288,PROD-1188,SUP-03,2025-01-20,2025-02-13,2025-02-11,199,199,126.73,25219.27,Received,-2,0,WH04
PO-2024-01289,PROD-1080,SUP-13,2025-03-15,2025-03-30,2025-03-31,204,204,110.78,22599.12,Received,1,0,WH02
PO-2025-01290,PROD-1078,SUP-18,2024-04-30,2024-06-07,2024-06-10,243,243,54.54,13253.22,Received,3,1,WH01
PO-2025-01291,PROD-1118,SUP-20,2026-01-06,2026-02-08,2026-02-18,255,255,277.34,70721.7,Received,10,0,WH01
PO-2026-01292,PROD-1106,SUP-18,2025-11-11,2025-11-17,2025-11-26,166,166,356.71,59213.85999999999,Received,9,1,WH04
PO-2025-01293,PROD-1082,SUP-19,2024-03-09,2024-03-22,2024-03-26,299,299,441.87,132119.13,Received,4,0,WH04
PO-2024-01294,PROD-1128,SUP-09,2025-02-19,2025-03-02,2025-03-08,91,91,399.58,36361.78,Received,6,1,WH02
PO-2025-01295,PROD-1213,SUP-07,2024-09-27,2024-10-09,2024-10-17,198,152,39.52,7824.960000000001,Received,8,1,WH02
PO-2024-01296,PROD-1018,SUP-17,2025-05-11,2025-05-27,2025-06-02,114,114,364.18,41516.520000000004,Received,6,1,WH02
PO-2026-01297,PROD-1010,SUP-15,2024-03-10,2024-04-19,2024-04-21,227,227,213.73,48516.71,Received,2,1,WH04
PO-2026-01298,PROD-1180,SUP-18,2024-01-17,2024-02-09,2024-02-18,236,236,91.05,21487.8,Received,9,1,WH01
PO-2026-01299,PROD-1164,SUP-11,2024-07-14,2024-08-18,2024-08-24,206,206,425.76,87706.56,Received,6,1,WH01
PO-2026-01300,PROD-1015,SUP-08,2025-03-18,2025-04-01,2025-04-08,89,89,225.98,20112.219999999998,Received,7,0,WH03
PO-2024-01301,PROD-1090,SUP-06,2026-01-12,2026-01-26,2026-01-31,175,175,177.58,31076.500000000004,Received,5,1,WH04
PO-2024-01302,PROD-1130,SUP-06,2025-11-05,2025-12-09,2025-12-17,171,171,255.08,43618.68,Received,8,1,WH04
PO-2024-01303,PROD-1054,SUP-01,2025-06-05,2025-07-13,2025-07-13,184,184,485.91,89407.44,Received,0,0,WH02
PO-2026-01304,PROD-1084,SUP-01,2025-08-14,2025-08-25,2025-09-02,185,151,62.8,11618.0,Received,8,0,WH01
PO-2026-01305,PROD-1023,SUP-15,2024-01-29,2024-03-08,2024-03-16,83,83,422.58,35074.14,Received,8,0,WH01
PO-2024-01306,PROD-1161,SUP-03,2024-12-17,2025-01-13,2025-01-10,112,109,428.45,47986.4,Received,-3,0,WH01
PO-2026-01307,PROD-1163,SUP-21,2025-02-26,2025-04-04,2025-04-05,145,145,444.11,64395.950000000004,Received,1,1,WH01
PO-2025-01308,PROD-1036,SUP-05,2024-07-27,2024-08-05,2024-08-03,128,128,9.01,1153.28,Received,-2,0,WH02
PO-2025-01309,PROD-1124,SUP-04,2025-05-04,2025-05-12,2025-05-10,203,203,236.21,47950.630000000005,Received,-2,0,WH03
PO-2025-01310,PROD-1188,SUP-03,2025-06-01,2025-06-24,2025-06-29,89,84,126.73,11278.970000000001,Received,5,0,WH04
PO-2024-01311,PROD-1003,SUP-20,2025-12-20,2026-01-04,2026-01-13,192,152,342.27,65715.84,Received,9,1,WH01
PO-2025-01312,PROD-1187,SUP-08,2024-12-16,2025-01-10,2025-01-12,110,110,318.89,35077.9,Received,2,0,WH02
PO-2024-01313,PROD-1029,SUP-11,2025-04-14,2025-04-30,2025-05-05,104,104,139.45,14502.8,Received,5,0,WH04
PO-2024-01314,PROD-1021,SUP-08,2026-01-25,2026-02-07,2026-02-12,55,55,261.38,14375.9,Received,5,1,WH04
PO-2024-01315,PROD-1208,SUP-20,2025-10-11,2025-10-23,2025-10-23,243,243,476.63,115821.09,Received,0,0,WH02
PO-2024-01316,PROD-1176,SUP-17,2024-12-20,2025-01-03,2025-01-03,188,188,497.24,93481.12,Received,0,1,WH03
PO-2025-01317,PROD-1156,SUP-12,2026-01-14,2026-02-01,2026-02-05,153,153,441.55,67557.15000000001,Received,4,0,WH03
PO-2026-01318,PROD-1054,SUP-01,2026-01-15,2026-01-30,2026-01-27,286,286,485.91,138970.26,Received,-3,0,WH01
PO-2025-01319,PROD-1037,SUP-07,2024-12-29,2025-01-10,2025-01-10,235,235,101.02,23739.7,Received,0,1,WH02
PO-2025-01320,PROD-1012,SUP-16,2024-07-08,2024-08-08,2024-08-15,210,210,284.71,59789.1,Received,7,0,WH04
PO-2025-01321,PROD-1155,SUP-02,2025-03-25,2025-04-20,2025-04-30,135,135,280.03,37804.049999999996,Received,10,0,WH03
PO-2026-01322,PROD-1153,SUP-04,2024-10-13,2024-10-29,2024-11-06,247,247,498.13,123038.11,Received,8,0,WH04
PO-2025-01323,PROD-1148,SUP-08,2024-06-02,2024-07-03,2024-07-10,136,95,115.82,15751.519999999999,Received,7,0,WH04
PO-2026-01324,PROD-1107,SUP-02,2024-05-17,2024-06-07,2024-06-14,212,212,75.75,16059.0,Received,7,1,WH02
PO-2025-01325,PROD-1086,SUP-21,2025-01-12,2025-02-02,2025-02-01,55,55,453.6,24948.0,Received,-1,0,WH02
PO-2024-01326,PROD-1030,SUP-18,2025-08-04,2025-08-13,2025-08-13,195,195,149.54,29160.3,Received,0,1,WH02
PO-2025-01327,PROD-1047,SUP-14,2025-02-06,2025-02-13,2025-02-22,278,278,186.67,51894.259999999995,Received,9,1,WH01
PO-2024-01328,PROD-1113,SUP-02,2024-08-03,2024-09-04,2024-09-02,139,139,173.85,24165.149999999998,Received,-2,1,WH01
PO-2024-01329,PROD-1100,SUP-09,2024-05-25,2024-07-03,2024-07-03,107,107,279.93,29952.510000000002,Received,0,0,WH03
PO-2026-01330,PROD-1159,SUP-22,2025-09-20,2025-10-29,2025-11-02,240,224,350.78,84187.2,Received,4,0,WH03
PO-2025-01331,PROD-1066,SUP-14,2025-07-04,2025-08-11,2025-08-21,65,65,282.51,18363.149999999998,Received,10,0,WH02
PO-2025-01332,PROD-1098,SUP-11,2024-05-25,2024-06-02,2024-06-04,247,247,85.81,21195.07,Received,2,0,WH02
PO-2026-01333,PROD-1053,SUP-16,2024-01-17,2024-01-25,2024-01-26,202,202,192.7,38925.399999999994,Received,1,0,WH04
PO-2025-01334,PROD-1090,SUP-06,2024-03-19,2024-03-30,2024-03-29,105,88,177.58,18645.9,Received,-1,0,WH03
PO-2026-01335,PROD-1004,SUP-11,2024-11-30,2025-01-06,2025-01-16,290,290,305.78,88676.2,Received,10,0,WH04
PO-2024-01336,PROD-1057,SUP-13,2024-08-01,2024-09-06,2024-09-14,201,201,119.52,24023.52,Received,8,0,WH02
PO-2025-01337,PROD-1087,SUP-14,2025-12-30,2026-01-28,2026-01-26,136,136,137.52,18702.72,Received,-2,0,WH04
PO-2024-01338,PROD-1164,SUP-11,2025-03-29,2025-04-25,2025-05-05,261,261,425.76,111123.36,Received,10,0,WH01
PO-2026-01339,PROD-1161,SUP-03,2024-11-04,2024-11-13,2024-11-11,260,143,428.45,111397.0,Received,-2,0,WH02
PO-2024-01340,PROD-1043,SUP-15,2024-04-03,2024-04-12,2024-04-18,142,142,457.65,64986.299999999996,Received,6,1,WH01
PO-2025-01341,PROD-1216,SUP-14,2024-08-18,2024-09-13,2024-09-23,251,251,135.7,34060.7,Received,10,0,WH04
PO-2025-01342,PROD-1196,SUP-13,2025-05-01,2025-05-10,2025-05-15,293,293,335.12,98190.16,Received,5,1,WH02
PO-2026-01343,PROD-1204,SUP-12,2024-04-24,2024-05-06,2024-05-09,59,59,236.03,13925.77,Received,3,0,WH03
PO-2025-01344,PROD-1105,SUP-01,2024-05-27,2024-06-12,2024-06-09,180,180,348.76,62776.799999999996,Received,-3,0,WH04
PO-2025-01345,PROD-1202,SUP-16,2025-05-14,2025-06-18,2025-06-26,57,57,23.71,1351.47,Received,8,1,WH04
PO-2024-01346,PROD-1036,SUP-05,2025-05-30,2025-06-09,2025-06-18,279,279,9.01,2513.79,Received,9,0,WH01
PO-2025-01347,PROD-1107,SUP-02,2024-12-11,2024-12-20,2024-12-20,282,282,75.75,21361.5,Received,0,1,WH03
PO-2026-01348,PROD-1091,SUP-02,2024-02-19,2024-03-13,2024-03-15,222,222,153.78,34139.16,Received,2,0,WH03
PO-2026-01349,PROD-1168,SUP-04,2024-12-18,2025-01-26,2025-02-03,156,156,291.18,45424.08,Received,8,1,WH03
PO-2024-01350,PROD-1024,SUP-03,2025-10-02,2025-10-25,2025-10-25,65,65,374.17,24321.05,Received,0,0,WH04
PO-2024-01351,PROD-1115,SUP-08,2025-10-15,2025-10-24,2025-10-22,146,146,340.99,49784.54,Received,-2,1,WH04
PO-2024-01352,PROD-1075,SUP-15,2025-10-27,2025-12-03,2025-12-13,227,227,440.47,99986.69,Received,10,0,WH04
PO-2025-01353,PROD-1080,SUP-13,2024-06-05,2024-06-18,2024-06-18,95,95,110.78,10524.1,Received,0,1,WH04
PO-2026-01354,PROD-1169,SUP-14,2026-01-11,2026-01-17,2026-01-14,185,185,187.4,34669.0,Received,-3,0,WH03
PO-2024-01355,PROD-1150,SUP-10,2025-01-04,2025-01-30,2025-02-01,85,85,491.12,41745.2,Received,2,1,WH03
PO-2026-01356,PROD-1132,SUP-20,2024-06-07,2024-06-18,2024-06-26,191,191,429.46,82026.86,Received,8,1,WH02
PO-2025-01357,PROD-1203,SUP-07,2024-06-14,2024-07-14,2024-07-23,147,147,497.29,73101.63,Received,9,1,WH03
PO-2025-01358,PROD-1159,SUP-22,2025-11-13,2025-11-27,2025-11-27,126,126,350.78,44198.28,Received,0,0,WH04
PO-2024-01359,PROD-1005,SUP-15,2024-08-27,2024-09-21,2024-10-01,211,211,416.93,87972.23,Received,10,1,WH01
